crop,microzone,soil_type,season,nitrogen,phosphorus,potassium,ph,organic_carbon,temperature_avg,temperature_min,temperature_max,humidity_avg,rainfall,rainfall_probability,forecast_rainfall,historical_seasonal_rainfall,wind_speed
soybean,well_irrigated,medium_clay_loam,kharif,44.6,72.4,41.0,7.03,0.49,30.61,22.81,37.45,66.27,506.72,42.3,57.9,528.2,14.7
soybean,canal_command,medium_clay_loam,kharif,33.1,47.0,54.3,7.29,0.52,26.84,19.11,34.49,81.45,467.04,36.4,20.2,480.7,13.2
soybean,canal_command,deep_black_vertisol,kharif,42.3,58.5,41.5,7.06,0.57,30.57,24.59,37.26,84.29,619.28,43.1,52.0,562.2,12.4
soybean,well_irrigated,medium_clay_loam,kharif,42.8,69.6,49.0,7.04,0.61,27.5,21.13,34.69,67.1,589.16,42.2,32.3,510.9,15.8
soybean,well_irrigated,deep_black_vertisol,kharif,41.0,45.5,31.2,7.46,0.6,26.61,20.22,34.0,71.31,406.65,28.5,36.6,416.5,17.4
soybean,well_irrigated,deep_black_vertisol,kharif,36.9,51.2,38.8,7.1,0.43,29.41,20.98,38.26,79.45,446.03,34.7,39.9,483.7,11.1
soybean,canal_command,medium_clay_loam,kharif,40.9,46.7,48.7,7.68,0.47,29.12,22.87,37.96,65.77,544.95,46.0,52.8,492.0,11.7
soybean,canal_command,medium_clay_loam,kharif,32.4,72.4,35.3,7.12,0.59,28.0,19.36,33.59,79.86,458.22,37.8,46.0,432.0,11.6
soybean,well_irrigated,deep_black_vertisol,kharif,30.1,74.5,37.3,7.24,0.49,28.52,22.51,37.18,71.11,623.95,53.5,57.7,700.1,11.0
soybean,well_irrigated,medium_clay_loam,kharif,44.2,58.6,53.6,7.54,0.48,25.51,19.29,30.88,68.31,426.17,30.3,21.5,444.5,14.2
soybean,canal_command,deep_black_vertisol,kharif,22.4,50.0,53.1,7.66,0.49,29.25,22.1,36.96,80.7,557.18,43.2,24.0,549.8,12.7
soybean,canal_command,medium_clay_loam,kharif,34.2,70.0,54.8,7.13,0.57,29.39,20.47,38.34,80.79,460.9,35.4,52.0,444.7,18.0
soybean,canal_command,deep_black_vertisol,kharif,30.8,58.1,37.8,7.61,0.63,31.53,25.83,40.02,81.96,463.21,33.5,28.5,520.5,10.7
soybean,well_irrigated,medium_clay_loam,kharif,38.0,52.7,48.0,7.02,0.49,29.01,23.43,37.31,70.41,563.07,38.6,23.3,632.3,14.1
soybean,well_irrigated,medium_clay_loam,kharif,40.5,75.0,35.3,7.21,0.57,31.72,23.06,38.74,83.29,433.94,33.4,50.8,390.2,19.8
soybean,canal_command,deep_black_vertisol,kharif,22.5,53.2,50.4,7.3,0.42,26.74,17.81,34.26,74.57,441.63,30.9,20.1,382.9,19.9
soybean,canal_command,deep_black_vertisol,kharif,34.5,72.9,42.4,7.67,0.51,29.67,21.74,35.36,73.31,559.33,45.3,38.6,565.2,10.7
soybean,well_irrigated,deep_black_vertisol,kharif,31.9,69.5,40.8,7.64,0.55,31.09,24.45,38.51,79.49,504.35,36.4,28.7,540.1,11.4
soybean,canal_command,medium_clay_loam,kharif,32.7,49.9,54.0,7.68,0.62,27.25,19.2,32.83,65.2,404.99,32.3,31.0,407.2,15.9
soybean,canal_command,deep_black_vertisol,kharif,30.6,66.5,41.1,7.59,0.46,30.51,23.15,36.35,70.44,557.01,35.6,60.9,585.3,18.3
soybean,well_irrigated,deep_black_vertisol,kharif,32.2,51.1,45.7,7.29,0.65,27.84,20.9,35.1,86.09,600.2,42.9,58.5,615.7,14.5
soybean,canal_command,medium_clay_loam,kharif,24.8,58.9,36.1,7.73,0.48,31.62,24.49,39.14,77.49,432.35,33.4,32.8,468.4,13.8
soybean,well_irrigated,deep_black_vertisol,kharif,24.1,57.2,53.2,7.57,0.5,28.14,22.8,37.08,80.33,471.35,32.1,23.0,537.2,15.9
soybean,canal_command,medium_clay_loam,kharif,36.2,52.4,47.9,7.62,0.57,28.92,20.35,34.23,72.61,462.07,40.5,43.8,422.2,19.9
soybean,well_irrigated,medium_clay_loam,kharif,27.0,57.3,35.9,7.02,0.62,31.72,25.36,38.08,65.16,570.06,40.0,29.5,511.9,18.3
soybean,canal_command,medium_clay_loam,kharif,35.4,46.3,45.6,7.25,0.49,30.16,21.91,36.76,86.78,501.62,41.4,56.5,439.5,17.7
soybean,canal_command,deep_black_vertisol,kharif,40.6,68.7,35.0,7.64,0.61,26.31,17.5,31.51,68.45,534.4,39.9,49.0,457.0,15.8
soybean,canal_command,medium_clay_loam,kharif,21.1,49.3,30.4,7.45,0.63,29.33,21.04,34.38,77.47,514.89,39.5,41.3,555.8,15.0
soybean,canal_command,deep_black_vertisol,kharif,23.7,64.4,34.3,7.7,0.55,25.26,16.41,32.33,66.68,556.71,39.8,58.1,609.8,12.5
soybean,well_irrigated,medium_clay_loam,kharif,32.5,58.6,48.8,7.11,0.54,28.37,23.01,35.04,84.63,614.04,45.1,67.5,545.7,11.0
soybean,canal_command,deep_black_vertisol,kharif,22.5,63.7,38.9,7.63,0.46,29.11,23.17,36.97,85.09,431.7,30.7,37.8,383.4,18.7
soybean,canal_command,deep_black_vertisol,kharif,24.0,66.0,49.0,7.08,0.53,30.52,21.77,37.57,86.86,533.92,39.9,41.5,532.4,13.9
soybean,canal_command,deep_black_vertisol,kharif,40.8,57.1,38.3,7.39,0.54,25.91,17.73,32.85,72.68,426.71,36.8,49.5,401.8,12.4
soybean,canal_command,deep_black_vertisol,kharif,31.5,54.2,30.9,7.26,0.54,28.41,21.99,35.2,87.21,494.34,36.0,49.8,450.7,12.6
soybean,canal_command,deep_black_vertisol,kharif,20.5,57.6,49.4,7.27,0.54,25.64,17.67,30.85,84.61,449.55,27.3,30.7,479.6,18.7
soybean,canal_command,deep_black_vertisol,kharif,42.6,48.8,34.5,7.39,0.42,25.57,16.79,34.47,73.65,630.82,51.0,58.5,723.4,15.4
soybean,canal_command,medium_clay_loam,kharif,36.8,46.6,32.8,7.0,0.65,30.42,22.27,37.46,71.9,437.82,28.6,30.7,471.5,12.8
soybean,canal_command,deep_black_vertisol,kharif,21.9,45.5,32.6,7.33,0.63,29.1,20.89,35.96,73.32,427.1,29.8,34.6,425.5,18.8
soybean,well_irrigated,deep_black_vertisol,kharif,43.7,62.4,43.5,7.04,0.42,25.5,20.37,33.47,81.64,434.01,34.5,22.7,408.1,18.4
soybean,canal_command,deep_black_vertisol,kharif,29.3,52.6,42.2,7.33,0.65,24.45,18.88,29.66,79.39,413.63,43.3,35.1,372.8,18.4
soybean,well_irrigated,medium_clay_loam,kharif,28.0,62.8,35.3,7.09,0.64,24.18,15.97,32.33,71.84,433.91,38.0,41.6,452.5,11.5
soybean,canal_command,medium_clay_loam,kharif,43.4,65.8,33.9,7.19,0.61,25.67,20.38,33.49,74.26,630.01,44.0,45.5,545.2,16.5
soybean,canal_command,medium_clay_loam,kharif,23.1,57.0,38.8,7.62,0.6,25.23,18.76,31.72,68.48,599.61,40.1,33.1,575.6,17.1
soybean,canal_command,deep_black_vertisol,kharif,35.7,48.6,54.6,7.62,0.5,28.63,19.98,35.84,69.01,494.68,42.5,54.1,553.1,18.4
soybean,well_irrigated,deep_black_vertisol,kharif,22.4,61.3,48.5,7.61,0.55,25.33,17.14,33.21,66.98,515.95,43.9,34.6,441.4,11.7
soybean,well_irrigated,medium_clay_loam,kharif,33.7,63.6,46.6,7.67,0.45,24.96,16.56,30.59,87.42,610.63,49.7,41.5,689.1,15.0
soybean,canal_command,deep_black_vertisol,kharif,33.7,62.7,46.3,7.2,0.49,30.75,24.97,39.06,77.94,590.55,38.7,33.4,602.7,17.1
soybean,well_irrigated,deep_black_vertisol,kharif,30.8,74.0,41.3,7.11,0.5,31.61,25.33,40.09,85.27,487.55,32.8,50.0,479.2,10.8
soybean,well_irrigated,deep_black_vertisol,kharif,39.4,56.5,41.1,7.3,0.49,28.21,19.97,34.65,77.06,567.68,47.1,35.3,641.5,12.7
soybean,well_irrigated,deep_black_vertisol,kharif,34.4,64.4,30.7,7.49,0.53,28.37,21.93,33.69,69.45,637.69,45.2,27.4,679.2,14.1
soybean,canal_command,medium_clay_loam,kharif,32.7,52.3,48.6,7.13,0.45,27.69,21.54,33.68,79.84,562.74,42.0,41.3,490.7,18.2
soybean,canal_command,deep_black_vertisol,kharif,44.5,62.9,47.7,7.01,0.53,24.3,17.02,32.98,87.27,535.14,40.8,24.2,529.6,14.6
soybean,well_irrigated,medium_clay_loam,kharif,31.7,58.7,44.6,7.29,0.44,28.03,19.71,35.69,72.78,633.88,49.1,36.0,546.3,19.1
soybean,well_irrigated,deep_black_vertisol,kharif,40.7,74.0,52.2,7.48,0.53,24.22,18.24,31.06,79.46,539.31,42.4,25.4,525.3,17.4
soybean,well_irrigated,deep_black_vertisol,kharif,37.3,74.7,36.9,7.4,0.48,27.52,19.1,35.26,85.3,450.88,27.0,20.2,503.4,18.7
soybean,canal_command,medium_clay_loam,kharif,27.9,60.4,53.5,7.04,0.49,30.85,24.27,36.65,74.77,496.39,37.4,59.1,491.2,19.2
soybean,well_irrigated,medium_clay_loam,kharif,26.6,58.1,33.9,7.76,0.59,26.15,18.78,34.03,86.65,620.41,53.0,63.3,632.0,15.2
soybean,well_irrigated,deep_black_vertisol,kharif,22.9,48.8,43.2,7.22,0.41,29.78,24.65,37.16,77.4,642.2,48.5,68.9,737.9,14.8
soybean,well_irrigated,medium_clay_loam,kharif,28.0,72.2,34.8,7.49,0.5,24.33,17.94,30.39,80.78,637.2,44.9,66.9,552.2,12.7
soybean,canal_command,deep_black_vertisol,kharif,21.8,73.0,49.2,7.53,0.61,29.18,20.3,37.04,86.27,529.28,35.4,46.3,526.5,11.2
soybean,well_irrigated,medium_clay_loam,kharif,20.3,50.8,42.3,7.76,0.5,27.39,19.54,34.81,71.88,502.7,38.0,59.0,447.0,12.2
soybean,canal_command,deep_black_vertisol,kharif,20.6,51.7,49.5,7.16,0.42,27.8,22.76,33.13,83.58,592.87,46.2,26.2,643.2,19.2
soybean,canal_command,medium_clay_loam,kharif,40.0,60.3,35.8,7.68,0.58,31.85,26.22,37.75,69.87,598.13,48.2,27.1,687.6,11.9
sorghum,well_irrigated,deep_black_vertisol,kharif,47.8,29.0,41.5,7.63,0.33,19.91,14.03,28.61,61.04,379.94,31.8,44.7,386.7,8.6
sorghum,well_irrigated,medium_clay_loam,rabi,62.3,22.2,34.0,7.9,0.34,21.3,14.97,28.39,52.57,281.7,26.9,27.3,270.4,15.6
sorghum,well_irrigated,shallow_murrum,rabi,54.9,42.0,34.8,8.01,0.4,24.12,18.36,32.39,38.5,411.2,32.1,31.3,370.4,11.4
sorghum,rainfed_scarcity,medium_clay_loam,rabi,69.7,43.0,26.8,7.77,0.44,26.58,17.81,34.54,37.6,413.83,37.5,32.1,357.9,12.1
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,57.5,24.4,37.4,8.02,0.42,20.68,12.05,25.8,58.07,460.38,37.2,26.2,463.2,12.5
sorghum,well_irrigated,medium_clay_loam,kharif,49.5,33.4,43.4,7.71,0.52,25.17,19.18,30.31,38.06,425.7,32.2,29.7,425.9,10.0
sorghum,well_irrigated,medium_clay_loam,rabi,59.2,32.1,33.5,8.22,0.34,25.69,17.92,32.92,55.99,362.4,28.4,33.0,344.8,9.4
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,54.0,30.2,36.9,7.63,0.45,24.37,19.01,31.36,42.89,424.88,40.1,47.3,416.1,9.9
sorghum,well_irrigated,medium_clay_loam,rabi,56.2,24.5,26.0,7.82,0.36,19.85,14.31,26.03,52.17,368.37,29.5,37.0,349.8,11.5
sorghum,well_irrigated,medium_clay_loam,kharif,72.7,27.0,36.2,8.27,0.31,25.97,18.68,33.4,50.69,454.9,35.3,27.7,506.2,8.4
sorghum,rainfed_scarcity,deep_black_vertisol,rabi,55.8,37.4,20.4,7.77,0.39,22.52,17.23,30.68,41.53,415.41,37.6,38.6,397.4,16.0
sorghum,well_irrigated,medium_clay_loam,kharif,55.7,20.6,20.1,7.63,0.4,26.22,18.02,32.28,42.34,325.46,26.1,26.0,319.5,11.4
sorghum,well_irrigated,medium_clay_loam,kharif,75.0,30.4,22.2,7.84,0.36,19.49,11.41,24.8,59.83,365.53,26.4,17.2,416.1,14.0
sorghum,rainfed_scarcity,medium_clay_loam,kharif,45.4,30.4,23.9,8.06,0.48,18.13,9.58,24.9,39.29,432.85,29.8,39.5,478.7,15.9
sorghum,rainfed_scarcity,medium_clay_loam,kharif,68.8,21.9,44.8,7.81,0.37,22.69,16.48,28.04,35.04,369.92,23.7,19.5,332.6,16.4
sorghum,well_irrigated,shallow_murrum,rabi,64.0,34.0,33.0,8.01,0.37,19.45,12.4,27.67,36.5,400.68,26.1,21.1,342.4,16.1
sorghum,well_irrigated,medium_clay_loam,rabi,46.9,28.9,32.0,7.9,0.38,24.75,16.25,33.51,59.15,450.12,31.6,32.4,425.4,13.5
sorghum,rainfed_scarcity,shallow_murrum,kharif,53.9,45.0,24.7,7.55,0.32,22.96,15.45,29.42,51.06,437.68,36.4,51.0,480.3,16.2
sorghum,rainfed_scarcity,medium_clay_loam,rabi,72.1,21.3,20.3,8.2,0.42,17.57,11.63,26.3,60.79,421.96,33.4,49.5,385.9,12.8
sorghum,well_irrigated,medium_clay_loam,kharif,63.1,23.1,44.1,7.69,0.51,20.65,14.36,29.39,45.9,358.06,26.9,33.5,335.4,9.1
sorghum,rainfed_scarcity,medium_clay_loam,kharif,50.8,23.0,22.1,8.31,0.35,21.0,14.2,28.39,37.15,325.35,24.8,13.5,308.5,17.3
sorghum,well_irrigated,medium_clay_loam,rabi,79.7,35.7,29.3,7.63,0.52,25.77,19.84,31.58,56.45,342.99,26.3,17.9,318.7,11.1
sorghum,rainfed_scarcity,deep_black_vertisol,rabi,66.7,28.5,41.4,7.83,0.35,18.29,10.22,24.36,58.02,321.18,26.8,36.8,292.9,11.2
sorghum,rainfed_scarcity,deep_black_vertisol,rabi,62.8,31.5,42.5,8.33,0.4,21.9,13.32,30.13,35.11,344.01,25.6,20.1,313.0,12.2
sorghum,well_irrigated,deep_black_vertisol,kharif,71.7,39.1,28.9,7.67,0.5,20.53,11.91,25.8,36.75,465.4,40.4,43.6,469.8,14.5
sorghum,rainfed_scarcity,medium_clay_loam,kharif,77.7,21.2,25.3,7.97,0.45,16.47,9.86,24.07,55.94,407.63,28.0,19.4,398.7,11.2
sorghum,well_irrigated,deep_black_vertisol,rabi,60.6,21.2,34.2,7.78,0.49,19.67,12.3,26.82,35.14,294.48,19.4,33.2,258.5,10.9
sorghum,well_irrigated,medium_clay_loam,rabi,63.9,36.9,37.6,8.36,0.43,20.8,11.98,28.37,43.94,305.29,25.9,21.1,320.0,16.4
sorghum,rainfed_scarcity,medium_clay_loam,rabi,66.1,21.5,30.3,7.95,0.41,24.98,16.67,33.07,36.16,318.83,22.0,23.7,316.0,13.4
sorghum,well_irrigated,shallow_murrum,kharif,78.1,26.0,26.0,7.48,0.53,22.96,15.29,31.6,45.37,404.3,33.7,22.2,444.5,8.4
sorghum,rainfed_scarcity,shallow_murrum,rabi,58.6,28.7,40.9,7.5,0.47,18.98,13.92,24.65,53.2,421.83,34.6,27.3,467.2,8.2
sorghum,well_irrigated,deep_black_vertisol,rabi,62.3,21.0,44.6,7.78,0.34,24.0,17.86,31.34,52.6,369.15,24.3,22.6,363.5,16.4
sorghum,rainfed_scarcity,shallow_murrum,rabi,72.4,29.9,36.2,7.55,0.53,20.6,12.68,25.68,41.16,377.42,31.4,29.7,376.3,16.8
sorghum,well_irrigated,shallow_murrum,kharif,60.9,33.9,30.1,7.86,0.3,19.4,12.66,26.94,48.5,347.56,26.3,20.6,391.8,11.9
sorghum,rainfed_scarcity,deep_black_vertisol,rabi,66.8,21.9,32.6,7.58,0.44,23.65,16.42,31.6,45.07,433.02,41.2,18.0,453.0,12.3
sorghum,well_irrigated,deep_black_vertisol,rabi,46.3,44.9,32.0,8.16,0.41,16.52,10.28,22.8,60.15,410.85,29.9,48.2,388.9,10.8
sorghum,well_irrigated,deep_black_vertisol,kharif,66.5,26.5,21.7,7.43,0.36,26.58,19.91,34.46,62.55,361.61,30.7,37.7,314.5,9.9
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,76.8,23.1,33.4,8.28,0.4,21.78,16.5,27.9,44.74,469.02,35.3,36.1,493.1,10.8
sorghum,rainfed_scarcity,medium_clay_loam,rabi,70.8,41.7,35.7,8.07,0.33,27.35,21.82,35.45,42.94,466.72,31.9,35.2,483.2,15.2
sorghum,rainfed_scarcity,shallow_murrum,kharif,53.4,27.0,40.5,7.98,0.43,19.82,11.9,25.97,57.11,294.02,24.9,23.5,288.6,16.6
sorghum,rainfed_scarcity,shallow_murrum,kharif,75.1,31.5,26.6,7.64,0.42,26.64,20.13,34.64,37.9,375.21,25.3,30.1,345.2,17.9
sorghum,rainfed_scarcity,shallow_murrum,kharif,56.0,32.1,31.9,7.87,0.34,17.74,11.72,26.4,38.39,431.49,35.0,45.2,481.5,15.6
sorghum,rainfed_scarcity,shallow_murrum,kharif,71.8,43.3,43.7,7.77,0.33,22.22,16.77,30.96,40.51,330.55,29.8,25.3,297.9,12.1
sorghum,rainfed_scarcity,medium_clay_loam,kharif,50.2,35.3,34.1,8.11,0.53,26.95,18.16,32.93,38.95,340.46,23.5,40.1,377.2,17.0
sorghum,rainfed_scarcity,medium_clay_loam,kharif,57.0,34.0,21.8,8.16,0.37,26.65,20.18,32.22,55.88,312.92,23.7,29.9,343.5,15.5
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,75.2,24.1,40.3,8.25,0.53,19.18,10.57,25.47,51.57,290.1,20.5,28.3,285.3,8.4
sorghum,rainfed_scarcity,medium_clay_loam,rabi,73.6,30.2,28.2,8.14,0.32,16.58,9.79,23.37,61.87,305.23,23.7,22.7,329.4,9.2
sorghum,rainfed_scarcity,shallow_murrum,rabi,65.0,21.3,23.5,8.02,0.35,22.05,14.87,28.18,63.45,448.49,31.4,20.7,395.5,15.2
sorghum,rainfed_scarcity,medium_clay_loam,rabi,79.2,24.0,32.2,7.76,0.46,17.55,10.83,23.65,61.63,288.12,19.5,29.7,247.6,17.1
sorghum,well_irrigated,deep_black_vertisol,kharif,72.0,26.6,20.1,8.07,0.54,23.28,17.8,29.56,61.03,326.51,27.9,23.6,297.9,14.1
sorghum,rainfed_scarcity,medium_clay_loam,rabi,52.5,38.5,24.7,7.97,0.35,26.34,17.57,33.41,45.57,326.81,27.9,27.0,370.3,8.5
sorghum,well_irrigated,medium_clay_loam,kharif,57.2,30.6,23.2,7.52,0.45,24.11,16.0,31.33,54.37,282.7,16.1,33.6,246.7,9.6
sorghum,well_irrigated,shallow_murrum,rabi,78.1,24.9,41.9,8.1,0.41,22.49,14.09,29.41,46.2,378.65,32.8,18.2,390.5,13.8
sorghum,rainfed_scarcity,deep_black_vertisol,rabi,50.7,29.1,26.3,8.08,0.47,22.02,13.91,30.39,52.39,403.79,36.1,45.1,346.2,10.8
sorghum,well_irrigated,deep_black_vertisol,kharif,67.7,20.6,40.3,7.94,0.37,16.74,11.09,25.32,55.58,329.98,27.4,23.9,316.5,8.7
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,79.0,24.4,34.9,7.82,0.41,19.05,10.75,25.99,51.3,340.95,32.7,16.0,362.9,9.8
sorghum,rainfed_scarcity,shallow_murrum,kharif,51.6,36.3,23.7,7.95,0.43,24.81,19.59,33.36,56.09,323.23,29.4,34.7,325.2,9.8
sorghum,rainfed_scarcity,shallow_murrum,rabi,54.8,23.2,36.0,7.48,0.33,23.74,17.38,31.57,51.72,331.2,23.7,16.3,334.8,14.5
sorghum,well_irrigated,deep_black_vertisol,rabi,68.7,32.4,22.3,7.69,0.55,27.53,21.25,36.51,60.37,402.19,30.7,44.0,442.5,8.4
sorghum,well_irrigated,deep_black_vertisol,rabi,56.7,40.4,21.0,8.27,0.43,20.78,13.79,28.45,35.38,454.31,37.7,30.6,405.0,12.5
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,70.1,26.2,41.9,8.21,0.54,26.61,17.87,35.04,55.8,314.05,25.5,25.2,348.6,10.7
sorghum,well_irrigated,deep_black_vertisol,rabi,64.0,40.8,23.1,7.53,0.44,27.36,20.7,33.66,53.2,466.09,29.7,55.8,399.3,16.4
sorghum,well_irrigated,deep_black_vertisol,rabi,62.1,28.4,33.7,8.15,0.5,19.9,12.01,27.53,63.77,466.22,31.1,50.2,456.1,15.9
sorghum,rainfed_scarcity,shallow_murrum,kharif,49.2,25.6,32.5,8.24,0.48,25.47,19.06,32.09,46.81,318.37,27.7,27.8,365.1,8.6
sorghum,rainfed_scarcity,medium_clay_loam,kharif,61.1,26.0,43.5,8.0,0.33,22.87,15.87,31.29,50.92,331.05,18.6,28.4,363.0,14.8
sorghum,rainfed_scarcity,shallow_murrum,kharif,49.0,38.0,32.5,8.29,0.53,16.66,8.38,21.81,46.02,388.46,30.1,38.7,331.2,9.5
sorghum,well_irrigated,deep_black_vertisol,kharif,77.6,32.2,35.8,8.13,0.39,24.64,16.94,32.46,49.68,356.59,28.3,26.9,404.1,10.2
sorghum,rainfed_scarcity,medium_clay_loam,rabi,79.9,42.2,40.3,7.77,0.36,24.82,18.6,30.52,58.6,342.51,30.4,36.7,378.2,17.1
sorghum,well_irrigated,deep_black_vertisol,rabi,56.8,25.3,27.8,7.58,0.53,20.77,14.79,27.56,44.62,428.88,36.6,36.6,384.8,17.7
sorghum,rainfed_scarcity,shallow_murrum,rabi,68.8,29.3,23.6,7.81,0.33,22.92,17.76,30.03,61.59,447.57,32.8,50.9,394.5,16.8
sorghum,rainfed_scarcity,deep_black_vertisol,rabi,45.8,31.3,28.3,7.84,0.37,17.98,10.22,25.03,41.0,343.92,29.1,33.5,361.4,13.9
sorghum,rainfed_scarcity,deep_black_vertisol,rabi,74.7,38.2,41.0,7.7,0.38,24.05,18.93,31.96,60.07,363.03,30.5,19.6,343.7,15.6
sorghum,rainfed_scarcity,medium_clay_loam,kharif,63.1,34.4,38.7,8.36,0.32,16.64,7.89,23.76,53.45,376.48,31.3,24.4,354.6,8.9
sorghum,rainfed_scarcity,medium_clay_loam,rabi,70.8,23.5,42.1,7.98,0.33,21.54,13.16,30.13,42.94,422.25,35.0,18.0,429.9,9.0
sorghum,well_irrigated,deep_black_vertisol,kharif,46.1,33.9,39.1,7.94,0.51,16.4,9.93,22.35,48.42,294.48,23.1,24.8,332.5,17.5
sorghum,well_irrigated,medium_clay_loam,kharif,64.8,43.2,21.4,7.82,0.48,21.55,13.33,27.27,63.79,357.03,26.6,39.3,363.9,11.4
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,68.3,22.0,35.1,7.56,0.48,19.61,12.76,27.01,40.14,428.33,28.3,40.7,380.6,11.0
sorghum,well_irrigated,shallow_murrum,kharif,64.8,36.7,44.0,8.0,0.44,16.17,10.85,23.48,63.09,453.34,35.8,37.3,492.5,17.8
sorghum,rainfed_scarcity,shallow_murrum,rabi,70.2,32.6,37.7,7.65,0.38,20.01,14.91,26.37,59.1,459.46,32.5,50.7,392.3,13.2
sorghum,rainfed_scarcity,medium_clay_loam,kharif,59.0,41.3,32.5,8.08,0.4,19.16,10.34,26.58,63.02,320.68,23.9,34.8,338.1,9.5
sorghum,well_irrigated,shallow_murrum,rabi,46.3,23.1,44.7,7.72,0.33,17.28,9.41,25.7,42.71,284.18,15.4,23.1,263.2,10.2
sorghum,rainfed_scarcity,shallow_murrum,rabi,47.5,35.8,43.8,7.94,0.48,22.68,14.26,31.4,40.53,367.37,26.0,26.6,326.1,11.9
sorghum,well_irrigated,medium_clay_loam,rabi,75.7,24.0,31.4,8.01,0.47,20.6,12.12,27.87,48.19,293.45,23.7,31.3,292.9,12.6
sorghum,rainfed_scarcity,shallow_murrum,rabi,55.6,37.4,39.8,7.7,0.42,21.05,14.41,26.98,39.09,319.34,28.6,17.8,272.3,8.6
sorghum,rainfed_scarcity,medium_clay_loam,kharif,58.1,24.6,30.8,8.38,0.37,23.2,15.09,31.19,44.86,402.17,30.0,23.3,388.7,16.7
sorghum,well_irrigated,medium_clay_loam,kharif,61.0,33.7,42.2,7.5,0.51,18.52,11.94,24.79,47.0,310.1,22.1,32.3,304.7,13.0
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,69.7,32.3,26.4,8.28,0.44,18.65,12.58,26.87,36.32,478.42,34.1,38.0,533.1,9.3
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,60.1,37.0,35.2,8.17,0.41,21.67,14.1,27.11,48.09,474.39,40.7,31.0,447.9,8.4
sorghum,rainfed_scarcity,medium_clay_loam,rabi,75.2,39.3,24.2,8.22,0.49,23.16,16.81,29.21,38.66,381.95,27.1,26.4,398.1,13.9
sorghum,rainfed_scarcity,shallow_murrum,rabi,50.1,42.6,44.2,8.39,0.5,23.96,17.58,29.65,37.37,418.66,22.6,44.4,470.6,15.8
sorghum,well_irrigated,deep_black_vertisol,rabi,50.3,21.0,42.0,7.71,0.33,21.62,14.23,26.75,43.25,286.56,17.3,32.2,288.0,12.2
sorghum,rainfed_scarcity,shallow_murrum,rabi,59.4,20.5,26.8,8.2,0.45,25.05,18.26,31.28,49.48,344.61,27.5,22.0,361.1,16.4
sorghum,rainfed_scarcity,medium_clay_loam,rabi,53.0,26.9,27.9,7.52,0.37,18.51,11.69,27.15,38.13,424.05,24.0,42.6,393.2,14.9
sorghum,rainfed_scarcity,deep_black_vertisol,kharif,47.0,36.8,41.1,7.8,0.43,20.82,14.62,29.03,43.16,424.59,35.8,25.5,403.8,10.1
sorghum,rainfed_scarcity,shallow_murrum,kharif,53.1,30.2,40.7,7.63,0.43,25.67,19.26,33.24,42.37,301.86,21.5,32.7,288.0,15.9
sorghum,rainfed_scarcity,shallow_murrum,kharif,61.0,43.6,42.2,7.5,0.49,25.67,19.58,32.56,56.33,367.81,25.6,35.5,413.2,9.1
sorghum,rainfed_scarcity,shallow_murrum,rabi,57.5,24.6,36.1,7.73,0.52,17.47,10.74,24.06,63.14,310.63,26.0,17.6,286.5,8.1
sorghum,well_irrigated,shallow_murrum,rabi,70.6,37.1,40.8,7.65,0.45,23.02,16.54,29.97,44.41,308.37,20.9,14.9,325.3,10.1
sorghum,rainfed_scarcity,shallow_murrum,kharif,59.6,41.3,25.7,7.64,0.39,18.76,11.52,24.3,44.61,462.69,32.7,27.7,505.4,12.1
sorghum,well_irrigated,shallow_murrum,kharif,46.7,40.0,35.1,7.6,0.42,24.91,16.83,31.91,44.16,474.75,36.9,34.5,443.5,14.6
sorghum,rainfed_scarcity,deep_black_vertisol,rabi,51.0,33.2,27.2,8.03,0.33,23.86,17.73,28.86,38.81,466.72,38.0,41.4,532.7,16.7
sorghum,well_irrigated,medium_clay_loam,rabi,47.2,29.9,44.1,7.94,0.37,17.44,9.63,25.02,46.22,470.19,32.4,30.2,529.6,8.2
sorghum,rainfed_scarcity,shallow_murrum,rabi,53.5,36.8,24.9,8.3,0.33,24.48,17.48,32.96,38.79,415.58,25.6,40.6,470.2,13.7
sorghum,rainfed_scarcity,medium_clay_loam,kharif,46.8,37.1,30.9,7.59,0.5,25.63,18.69,31.82,54.14,337.63,12.3,33.2,291.1,10.4
sorghum,rainfed_scarcity,deep_black_vertisol,rabi,55.3,20.0,25.6,7.74,0.55,22.28,16.46,28.62,44.91,283.95,18.5,16.6,271.2,9.4
sorghum,well_irrigated,shallow_murrum,kharif,55.1,34.4,21.6,7.59,0.4,27.24,20.73,34.9,42.65,305.41,24.4,19.7,274.0,8.6
sorghum,rainfed_scarcity,shallow_murrum,kharif,76.4,38.3,29.2,7.51,0.47,27.74,19.84,36.46,59.13,312.62,19.4,27.1,357.2,10.5
